FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1019696,The Fresh MARTA Market - Tuesdays - West End Station,https://www.itsmarta.com/marta-market.aspx,https://www.facebook.com/MARTAFresh/,,,,,Atlanta,Fulton,Georgia,,04/23/2019 to 12/03/2019,Tue: 3:00 PM-7:00 PM;,,,,,,,-84.416667,33.728652,,Y,N,N,N,Y,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,9/16/2019 4:36:48 PM
1021276,The Groves Marketplace,https://www.buylocalmarket.org/the-groves-marketplace,https://www.facebook.com/TheGrovesMarketplace,,,https://www.instagram.com/thegrovesmarketplace/,11939 Madera Run Pkwy ,Atascocita,Harris,Texas,77346,01/01/2021 to 01/01/2021,Thu: 3:00 PM-7:00 PM;,,,,,,,-95.188057,29.957574,,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,8/19/2021 11:25:41 AM
1021619,The Historic City Market,http://Downtownroanoke.org,The Historic City Market,,,,"213 Market St SE 3rd Floor, Downtown Roanoke Inc.",Roanoke,Roanoke City,Virginia,24011,01/01/2021 to 01/01/2021,Mon: 8:00 AM-5:00 PM;Tue: 8:00 AM-5:00 PM;Wed: 8:00 AM-5:00 PM;Thu: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;Sun: 8:00 AM-5:00 PM;,,,,,,,-79.939064,37.271606,,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,9/27/2021 2:07:30 PM
1012357,The Indian Shores Sunday Morning Market,http://www.TheBeachMarkets.com,https://www.facebook.com/IndianShoresSundayMarket/,,,,19305 Gulf Blvd,Indian Shores,Pinellas,Florida,33785,11/04/2018 to 04/28/2019,Sun: 9:00 AM-1:00 PM;,,,,,,,-82.842837,27.847880,,Y,N,N,N,N,-,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,7/26/2018 5:02:25 PM
1019001,"The Lewis Co. Farmers Market, Inc.",,The Lewis Co. Farmers Market,,,,210 Center Ave,Weston,Lewis,West Virginia,26452,05/12/2018 to 10/27/2018,Sat: 9:00 AM-1:00 PM;,,,,,,,-80.465764,39.037553,,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,3/13/2018 9:05:29 AM
1021659,The LMH Market,,https://www.facebook.com/thelmhmarket/photos/?ref=page_internal,,,https://www.instagram.com/lmh_market,1408 Short Eleventh St,Lincoln,Logan,Illinois,62656,05/07/2022 to 05/07/2022,Sat: 8:00 AM-12:00 PM;,,,,,,,-89.385624,40.154175,,Y,Y,N,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,1/10/2022 9:41:33 PM
1019504,The Market at Long Valley,http://themarketlvnj.wixsite.com/themarket-longvalley,https://www.facebook.com/TheMarketatLongValley/,,,,66 East Mill Road,Long Valley,Morris,New Jersey,07853,06/06/2019 to 10/17/2019,Thu: 3:00 PM-7:00 PM;,,,,,,,-74.770016,40.784492,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,5/3/2019 9:56:38 AM
1019966,The Market at Second Stage,https://secondstageamherst.org/markets,https://www.facebook.com/The-Market-at-Second-Stage-994201827398686,,,,194 Second St.,Amherst,Amherst,Virginia,24521,05/06/2021 to 05/06/2021,Thu: 3:30 PM-5:30 PM;,11/04/2021 to 11/04/2021,Thu: 4:00 PM-5:00 PM;,,,,,-79.048809,37.583162,,Y,N,N,N,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,1/20/2021 4:47:54 PM
1018422,The Market at Town Square,http://greenlakerenewal.org/,,,,,492 Hill St.,Green Lake,Green Lake,Wisconsin,54941,05/25/2018 to 09/28/2018,Fri: 3:00 PM-6:30 PM;,11/03/2018 to 12/15/2018,Sat: 9:00 AM-12:00 PM;,,,,,-88.960382,43.845375,,Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,7/26/2018 4:08:33 PM
1021702,The Market at White River State Park ,http://www.whiteriverstatepark.org/,www.facebook.com/WhiteRiverStatePark/,twitter.com/WhiteRiverStPrk,,www.instagram.com/whiteriverstprk/,801 W Washington St.,Indianapolis,Marion,Indiana,46204,05/01/2022 to 05/01/2022,Sun: 9:30 AM-1:00 PM;,,,,,,,-86.171313,39.767371,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,N,2/14/2022 9:28:55 AM
1016917,"The Market in Petersburg, Alaska",,facebook.com/petersburgmarket,,,,1st and Gjoa,"Petersburg, AK",Wrangell-Petersburg,Alaska,99833,06/16/2018 to 08/11/2018,Sat: 10:00 AM-1:00 PM;,,,,,,,-132.955913,56.811930,,Y,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,7/27/2018 2:41:09 PM
1019928,"The Marketplace at Lee Branch, Lee Branch Farmers Market",http://www.themarketplaceatleebranch.com,@themarketplaceatleebranch,,,,611 Doug Baker Blvd,Birmingham,Shelby,Alabama,35242,05/02/2020 to 08/29/2020,Sat: 8:00 AM-12:00 PM;,,,,,,,-86.666868,33.406440,,Y,N,N,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,6/20/2020 8:05:22 AM
1011497,The Markets at Shrewsbury,http://www.marketsatshrewsbury.com,The Markets at Shrewsbury,The Markets at Shrewsbury,,,12025 Susquehanna Trail S,Glen Rock,York,Pennsylvania,17327,01/01/2019 to 01/01/2019,Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-7:00 PM;Sat: 8:00 AM-4:00 PM;,01/01/2019 to 02/28/2019,Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;,,,,,-76.730703,39.793503,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,12/28/2018 4:00:06 PM
1019517,The Monroe Farmers’ Market,https://www.monroefarmersmarket.org/,https://facebook.com/monroectfarmersmarket,https://twitter.com/ctfarmersmarket,,https://instagram.com/monroectfarmersmarket,7 Fan Hill Road,Monroe,Fairfield,Connecticut,06468,06/21/2019 to 10/25/2019,Fri: 3:00 PM-6:00 PM;,,,,,,,-73.207774,41.332210,,Y,Y,N,Y,N,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,5/9/2019 10:21:38 PM
1002101,The Orange Farmers Market,,https://www.facebook.com/OrangeFarmersMarket,,,, 135 East Main st,Orange,Franklin,Massachusetts,01364,05/17/2018 to 10/18/2018,Thu: 3:00 PM-6:00 PM;,05/16/2019 to 10/17/2019,Thu: 3:00 PM-6:00 PM;,,,,,-72.3033449,42.5907340,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,7/27/2018 9:28:45 PM
1019739,The Orchard Farmers Market,,https://facebook.com/orchardfarmersmarket/,,,,14697 Delaware St,Westminster ,Adams,Colorado,80023,06/07/2020 to 09/27/2020,Sun: 9:00 AM-2:00 PM;,,,,,,,-104.992071,39.961115,,Y,N,N,N,N,-,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,1/26/2020 12:39:42 AM
1019826,The Original Gresham Farmers Market,https://www.greshamfarmersmarket.com/,https://www.facebook.com/GreshamFarmersMarket,https://twitter.com/greshamfarmersmarket,,https://www.instagram.com/greshamfarmersmarket/,401 NE Second St.,Gresham ,Multnomah,Oregon,97030,05/02/2020 to 10/31/2020,Sat: 8:30 AM-2:00 PM;,,,,,,,-122.426975,45.499582,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,4/6/2020 11:19:56 AM
1019975,The People’s Market,http://www.peoplesmarketbtown.org,The People’s Market,,,peoplesmarketbtown on Instagram,3220 E 3rd St.,Bloomington ,Monroe,Indiana,47403,04/01/2020 to 04/01/2020,Sat: 8:00 AM-1:00 PM;,,,,,,,-86.491053,39.164192,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,1/11/2021 5:46:42 PM
1018628,The Petaluma East Side Farmers' Market,http://www.ilovefarmersmarkets.org,https://www.facebook.com/petalumaeastsidefarmersmarket/,,,Instagram communitymarkets,320 N McDowell Blvd,Petaluma ,Sonoma,California,94954,01/08/2019 to 12/29/2019,Tue: 10:00 AM-1:30 PM;,,,,,,,-122.630899,38.252337,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,8/6/2020 10:20:47 AM
1018624,The Springs Community Farmers' Market ,http://www.ilovefarmersmarkets.org,https://www.facebook.com/TheSpringsCommunityFarmersMarket/,,,Instagram communitymarkets,Parking lot at Boyes Blvd & Hwy 12,Boyes Hot Springs ,Sonoma,California,95476,09/27/2020 to 11/15/2020,,,,,,,,-122.482053,38.314330,,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,8/6/2020 10:14:39 AM
1021499,The St. James Farmers Market,,,,,,304 Armstrong Blvd n,St.james,Watonwan,Minnesota,56081,01/01/2021 to 01/01/2021,Thu: 2:00 AM-5:00 AM;,,,,,,,-94.614044,43.9784291,,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/2/2021 10:13:04 PM
1000278,The Territory Farmers' Market,,www.facebook.com/TheTerritoryFarmersMarket,,,,2000 Territory Drive,Galena,Jo Daviess,Illinois,61036,07/05/2020,Sun: 8:00 AM-12:00 PM;,,,,,,,-90.313530,42.404443,,Y,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,9/10/2020 4:27:17 PM
1020015,The Township of Little Falls Farmers Market,,Facebook.com/LittleFallsFarmersMarket,,,Instagram.com/LittleFallsFarmersMarket,225 Main St,Little Falls,Passaic,New Jersey,07424,05/30/2021 to 05/30/2021,Sun: 9:00 AM-2:00 PM;,,,,,,,-74.234683,40.882225,,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,Y,Y,Y,Y,2/23/2021 2:44:33 PM
1010798,The Village Farmers Market on California Street,http://www.shirleysfarmersmarkets.com,htwww.facebook.com/ShirleysFarmersMarketsNV,,,Instagram,625 Booth Street,Reno ,Washoe,Nevada,89509,06/06/2015 to 10/03/2015,Sat: 8:00 AM-1:00 PM;,,,,,,,-119.827646,39.514749,,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,8/4/2020 4:24:35 PM
1012799,The West River Farmers Market,http://westriverfarmersmarket.com,@westriverfarmersmarket,,,Instagram - westriverfarmersmarket,2242 N. Main St.,Londonderry,Windham,Vermont,05148,05/23/2020 to 10/10/2020,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.821619,43.228259,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,8/3/2020 11:41:37 AM
1021586,The Wilmington Farmers Market,http://www.thewilmingtonfarmersmarket@gmail.com,https://www.facebook.com/thewilmingtonfarmersmarket/,,,https://instagram.com/thewilmingtonfarmersmarket?r=nametag,5329 Oleander Dr,Wilmington,New Hanover,North Carolina,28403,01/01/2021 to 01/01/2021,Sat: 8:00 AM-1:00 PM;,,,,,,,-77.860425,34.208950,,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,7/28/2021 4:52:37 PM
1008826,The Woodland Farmers Market,http://www.thewoodlandfarmersmarket.org,https://www.facebook.com/pages/The-Woodland-Farmers-Market/128409933892000,,,,250 First Street ,Woodland ,Yolo,California,95695,05/10/2014 to 09/27/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,-121.7737712,38.6792311,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,8/3/2020 11:30:27 AM
1008827,The Woodland Farmers Market at Woodland Healthcare,http://www.thewoodlandfarmersmarket.org,https://www.facebook.com/pages/The-Woodland-Farmers-Market/128409933892000,,,,Corner of Cottonwood and Gibson Rd,Woodland,Yolo,California,95695,06/03/2014 to 08/26/2014,Tue: 4:30 AM-7:00 PM;,,,,,,,-121.793045,38.663686,,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,8/3/2020 11:28:08 AM
1019228,Thief River Falls Farmers Market,,www.facebook.com/thiefriverfallsfarmersmarket,,,,Corner of 3rd Street and Duluth Ave.,Thief River Falls ,Pennington,Minnesota,56701,06/16/2018 to 10/06/2018,Tue: 3:30 PM-6:00 PM;Sat: 9:00 AM-12:00 PM;,,,,,,,-96.184263,48.118841,,Y,N,N,N,N,-,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,8/9/2018 11:30:07 AM
1017961,Thursday Marin Farmers Market,http://agriculturalinstitue.org,https://www.facebook.com/MarinFarmersMarkets/,,,https://www.instagram.com/aim_farmers_markets/,"Avenue of the Flags, San Rafael , California 94903",San Rafael ,Marin,California,94903,01/01/2018 to 12/31/2018,Thu: 8:00 AM-1:00 PM;,,,,,,,-122.534505,38.001229,,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,7/26/2018 6:08:11 PM
1009802,Tigard Farmers Market,http://www.tigardfarmersmarket.org,https://www.facebook.com/tigardfarmersmarket,https://twitter.com/Tigardfarmers,https://www.youtube.com/channel/UC_Xs5DT42SQxkh9ZHeYJtCw,https://www.instagram.com/tigardfarmersmarket/,Burnham Street at Main Street,Tigard ,Washington,Oregon,,05/06/2018 to 10/28/2018,Sun: 9:00 AM-1:30 PM;,,,,,,,-122.772142,45.429956,,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,7/26/2018 4:00:17 PM
1021562,Titusville Open Air Market,,https://www.facebook.com/titusvilleopenairmarket,,,,11652 Hydetown Road,Titusville,Crawford,Pennsylvania,16354,06/12/2021 to 06/12/2021,Tue: 9:00 AM-1:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-79.701982,41.636919,,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,7/8/2021 6:37:02 PM
1021744,Tiverton Farmer's Market,http://www.TivertonFarmersmarket.com,https://www.facebook.com/TivertonFarmersMarket,,,https://www.instagram.com/TivertonFarmersMarket,10 Quintal Drive,"Tiverton, RI",Newport,Rhode Island,02878,01/02/2022 to 01/02/2022,Sun: 10:00 AM-1:30 PM;,,,,,,,-71.158928,41.629479,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,3/31/2022 3:57:05 PM
1021447,Tontitown Farmers' Market,https://www.tontitown.com/tontitown-farmers-market/,https://www.facebook.com/Tontitown-Farmers-Market-101353608349771/,https://twitter.com/TontitownM,,,235 E. Henri De Tonti Blvd,"Tontitown, AR",Washington,Arkansas,72770,05/01/2021 to 05/01/2021,Sat: 8:00 AM-2:00 PM;,,,,,,,-94.232501,36.175764,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,4/21/2021 10:58:25 AM
1019963,Torrington WY Farmers Market,,https://www.facebook.com/torringtonwyfarmersmarket/,,,,21st & Main Street,Torrington ,Goshen,Wyoming,82240,07/02/2020 to 10/29/2020,Thu: 4:00 PM-6:00 PM;,,,,,,,-104.184071,42.064541,,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/17/2020 12:07:55 AM
1021490,Tosa Farmers Market,https://www.tosafarmersmarket.com,https://www.facebook.com/TosaFarmersMarket,,,https://www.instagram.com/tosafarmersmarket/,7720 Harwood Ave,Wauwatosa,Milwaukee,Wisconsin,53213,06/05/2021 to 06/05/2021,Sat: 8:00 AM-12:00 PM;,,,,,,,-88.008791,43.048733,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,5/29/2021 12:07:12 PM
1019393,Town of Hillsville Farmers Market,https://hillsvillefarmersm.wixsite.com/mysite ,www.facebook.com/townofhillsvillefarmersmarket/,,,,410 N. Main Street,Hillsville,Carroll,Virginia,24343,05/30/2019 to 10/10/2019,Thu: 3:00 PM-7:00 PM;,,,,,,,-80.736200,36.766222,,Y,N,N,N,N,-,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,2/17/2019 11:39:59 AM
1019213,Town of Wadley Farmers Market,,https://www.facebook.com/wadleyfarmersmarket/,,,,Main Street,Wadley,Randolph,Alabama,36276,05/08/2018 to 08/28/2018,Tue: 8:00 AM-12:00 PM;,,,,,,,-85.573055,33.123400,,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,8/6/2018 9:48:24 AM
1006324,Townshend Farmers Market,,Townshend Farmers Market,,,,6573 Route 30,West Townshend,Windham,Vermont,05359,05/28/2021 to 05/28/2021,Fri: 4:30 PM-6:30 PM;,,,,,,,-72.711717,43.084256,,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,3/4/2021 5:48:17 PM
1021745,Travelers Rest Farmers Market ,http://travelersrestfarmersmarket.com,facebook.com/travelersrestfarmersmarket,,,instagram.com/trfarmersmarket,235 Trailblazer Lane,Travelers Rest,Greenville,South Carolina,29690,05/07/2022 to 05/07/2022,Sat: 8:30 AM-12:00 PM;,01/01/2023 to 01/01/2023,Sat: 12:00 PM-3:00 PM;,10/01/2022 to 10/01/2022,Thu: 5:30 PM-8:00 PM;,,,-82.442632,34.955543,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,4/1/2022 3:20:44 PM
1019638,Treasure Lake Farmers Market and Artisan Faire,,,,,,95 Coral Reef,DuBois,Clearfield,Pennsylvania,15801,05/09/2020 to 10/10/2020,Sat: 10:00 AM-3:00 PM;,,,,,,,-78.704999,41.201813,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,7/24/2019 9:11:25 AM
1021343,Tremont Farmers Market,https://experiencetremont.com/featured-events/farmers-market/,https://www.facebook.com/search/top?q=tremont%20farmers%27%20market,,,,1200 Startkweather Ave,Cleveland,Cuyahoga,Ohio,44113,,Tue: 4:00 PM-7:00 PM;,,,,,,,-81.690301,41.479328,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,2/5/2021 1:55:47 PM
1018933,Trout Creek Farmers Market ,https://www.troutcreekcia.org/farmers-market/,https://www.facebook.com/troutcreekfarmersmarket/,,,,Trout Creek Park,Trout Creek,Sanders,Montana,59874,07/11/2018 to 09/26/2018,Wed: 4:00 PM-6:00 PM;,,,,,,,-115.587957,47.832429,,Y,N,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2/7/2018 9:59:08 PM
1020002,Troy Waterfront Farmers Market,http://troymarket.org,facebook.com/troywaterfrontfarmersmarket,,,instagram.com/troymarket,Riverfront Park,Troy,Rensselaer,New York,12180,01/01/2020 to 12/31/2020,Sun: 8:30 AM-2:00 PM;,,,,,,,-73.691288,42.732715,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,7/31/2020 12:58:07 PM
1019632,Tuesday Farmers Market at Meridianville,http://tuesdayfarmersmarket.com,Tuesday Farmers Market at Meridianville,Mville Farmers Market,,,175 Monroe Road,Meridianville,Madison,Alabama,35759,,Tue: 3:30 AM-6:30 AM;,,,,,,,-86.575130,34.859086,,Y,Y,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,7/18/2019 1:37:41 PM
1018397,Tuesday Market at Bloomington Community Farmers Market,http://bloomington.in.gov/farmersmarket,https://www.facebook.com/pages/Bloomington-Community-Farmers-Market/130635957114110,,,,6th and Madison Streets ,Bloomington,Monroe,Indiana,47404,06/04/2019 to 09/24/2019,Tue: 4:00 PM-7:00 PM;,,,,,,,-86.537883,39.167687,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,1/3/2019 9:17:40 AM
1021576,Tuesday Market in Library Park,http://www.lakecountyfarmersfinest.org,https://www.facebook.com/Tuesday-Farmers-Market-at-Library-Park-238157099542658/?ref=pages_you_manage,,,,200 Park Street,Lakeport,Lake,California,95453,05/04/2021 to 05/04/2021,Tue: 10:00 AM-1:00 PM;,,,,,,,-122.913879,39.043583,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,7/22/2021 7:03:10 PM
1018283,Tupelo Farmers' Depot,http://www.tupelomainstreet.com,tupelo farmers depot,,,,415 South Spring Street,Tupelo,Lee,Mississippi,38804,05/01/2018 to 10/27/2018,Tue: 3:00 PM-6:00 PM;Thu: 6:00 AM-12:00 PM;Sat: 6:00 AM-12:00 PM;,,,,,,,-88.704327,34.253733,,Y,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,7/26/2018 4:02:38 PM
1019349,Tuscaloosa River Market,http://www.tuscaloosarivermarket.com/,https://www.facebook.com/TuscaloosaFarmersMarket/,https://twitter.com/TuscRiverMarket,,https://www.instagram.com/tuscaloosarivermarket/,1900 Jack Warner Pkwy,Tuscaloosa,Tuscaloosa,Alabama,35401,01/05/2019 to 12/21/2019,Sat: 7:00 AM-12:00 PM;,04/16/2019 to 09/24/2019,Tue: 3:00 PM-6:00 PM;,,,,,-87.562834,33.216479,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,1/7/2019 4:44:33 PM
1012573,Twin Bridges ALL YEAR Farmers' Market,,Twin Bridges ALL YEAR Farmers Market,,,,Main Street City Park and Fairgrounds,Twin Bridges ,Madison,Montana,59754,01/01/2021 to 01/01/2021,Sat: 9:00 AM-1:00 PM;,,,,,,,-112.33373,45.542747,,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,1/6/2021 11:12:40 AM
1005493,Twin City Farmers Market,http://www.twincityfarmersmarket.com,https://www.facebook.com/twincityfarmersmarket,@twincitymarket,,www.instagram.com/twincitymarket,106 Avenue A,Sterling IL,Whiteside,Illinois,61081,01/01/2021 to 12/31/2021,Sat: 8:00 AM-12:00 PM;,,,,,,,-89.697172,41.787255,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,1/4/2021 9:26:38 AM
1006169,Two Rivers Farmers/Crafter Market,,,,,,,Two Rivers,Manitowoc,Wisconsin,54241,06/16/2018 to 10/13/2018,Thu: 4:00 PM-7:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-87.569392,44.150114,,Y,Y,N,Y,N,-,N,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/30/2018 12:50:29 AM
